Call ID,Original Objection,Cluster,Deep Insight,Key Phrases,X,Y
697ca234abc77652619cb235,"हां जी, हां जी.",Customer Acknowledgement & Agreement,Customer agreeing.,"हां जी, हां जी",4.209515571594238,0.9099537134170532
697ca261abc77652619cb69a,जी बोलिए.,Customer Acknowledgement & Readiness,Customer responds positively indicating understanding and readiness to listen.,जी बोलिए,6.243583679199219,-7.782088279724121
697ca261abc77652619cb69a,तो अभी कोई ज़रूरत नहीं है फिर चले गए. क्या कराएंगे?,Immediate Rejection: Not Now,The customer reiterates that they do not need it.,अभी कोई ज़रूरत नहीं है.,11.524969100952148,3.7843997478485107
697ca261abc77652619cb69a,बोलिए.,"""Boliye/Bolo"": Proceed Inquiry",Customer is asking the bot to proceed with the offer details.,बोलिए,5.6135125160217285,-10.63348388671875
697ca261abc77652619cb69a,नहीं है girlfriend तो नहीं है.,Clear Rejection & Disinterest,The customer explicitly rejects the offer.,नहीं नहीं ma'am नहीं,14.04710578918457,3.1943325996398926
697ca261abc77652619cb69a,जी जी.,"Customer Acknowledgment: ""जी जी""",The customer responds positively.,जी जी,-4.227462291717529,-5.791179180145264
697ca261abc77652619cb69a,Policy क्या है? कैसे क्या है?,General Policy Information Inquiry,Fallback due to error,,7.877442836761475,1.0890097618103027
697ca261abc77652619cb69a,Policy कितना अब अभी आज तो फ़िलहाल एक आदमी के बारे में ही बताइए.,Noise,Customer wants to understand the policy and costs before sharing family details,"अभी तो बिल्कुल बताएंगे क्या policy है, कितना policy का वह है, Family member और हमारे दो तीन लड़के हैं एक wife है और एक हम है.",7.902416229248047,0.7131728529930115
697ca261abc77652619cb69a,पैंतीस साल.,Family Age Information Provided,Customer provides age.,पैंतीस साल,6.383101940155029,4.362270355224609
697ca261abc77652619cb69a,हां बोलिए.,Customer Confirmation: 'Haan Boliye',"Customer says 'Haan boliye', indicating they are confirming and ready to proceed.",Haan boliye,10.882040977478027,-9.10661792755127
697ca261abc77652619cb69a,नहीं कुछ भी नहीं करते हैं.,Negative Health Declaration,Fallback due to error,,10.72092056274414,4.42197322845459
697ca261abc77652619cb69a,"नहीं, ऐसी कोई बात नहीं है.",Rejection & Negative Confirmation,Customer states that nobody has pre-existing conditions.,"नहीं नहीं, ऐसा तो नहीं",11.206534385681152,4.616901397705078
697ca261abc77652619cb69a,अभी बीमारी नहीं है तो फिर काया जाएगा इलाज क्यों कराएगा?,Existing Health Insurance Status,The customer reiterates their objection to needing health insurance because they believe they are not sick.,"कोई बीमारी है नहीं, health insurance है और वह करते रहूं",10.768948554992676,3.1029891967773438
697ca261abc77652619cb69a,मतलब फ़ालतू का खाली काम करना है इधर कर दे.,Customer Activity & Occupation Disclosure,No close match found in reference Gold Standard.,,10.68480110168457,2.3739559650421143
697ca261abc77652619cb69a,हां बोलिए.,Customer Confirmation: 'Haan Boliye',"Customer says 'Haan boliye', indicating they are confirming and ready to proceed.",Haan boliye,10.88656997680664,-9.112212181091309
697ca261abc77652619cb69a,ठीक है.,"General Agreement: ""Theek Hai""",Customer providing a positive response.,ठीक है.,8.865151405334473,9.327460289001465
697ca38fabc77652619cd3f2,No.,No Existing Health Insurance,The customer confirms they do not have a health insurance plan.,No,4.030527114868164,-15.29920768737793
697ca38fabc77652619cd3f2,बताइए.,Seeking Further Details,Fallback due to error,,6.473418235778809,-2.4697511196136475
697ca48cabc77652619ced60,जी हां.,Customer Confirmation/Agreement,The customer confirms their identity.,जी हां,5.735815525054932,1.8616914749145508
697ca48cabc77652619ced60,Charge लगेगा क्या?,Premium & Payment Inquiry (Hinglish),Customer is again asking about charges.,usme charges lagenge?,7.127477169036865,0.8429185748100281
697ca48cabc77652619ced60,जी हां.,Customer Confirmation/Agreement,The customer confirms their identity.,जी हां,5.7446208000183105,1.8432624340057373
697ca48cabc77652619ced60,आ रही है आवाज़ madam आ रही है?,Inferred Pattern,Customer is asking if they can be heard.,Madam जी आ रही है आवाज़ आ रही है?,10.349008560180664,-0.6690419316291809
697ca48cabc77652619ced60,नहीं.,No Existing Health Insurance,The customer explicitly states they do not have a health insurance plan.,नहीं,3.7812981605529785,21.67376136779785
697ca537abc77652619cfdfb,जी आ रही है अब बोलिए.,Customer Acknowledgment & Confirmation,Customer is confirming they can hear.,आ रही है बोलिए बोलिए,9.575700759887695,-1.2993565797805786
697ca537abc77652619cfdfb,कौन सी भी नहीं है?,Confusion/Rejection: Nahi Hai?,Customer confirms no pre-existing conditions.,नहीं है कोई भी,10.72653865814209,5.7719902992248535
697ca8cdabc77652619d5980,जी might be.,Noise,"The customer uses 'Maybe', suggesting they are unsure or stalling for time.",Maybe,7.750815391540527,2.412598133087158
697ca8cdabc77652619d5980,नहीं madam फ़िलहाल नहीं.,Immediate Disinterest/Rejection,The customer is explicitly stating they are not interested at the moment.,नहीं madam अभी नहीं,12.408452033996582,2.6380724906921387
697ca8cdabc77652619d5980,ठीक कह रहे हो?,Confirmation Seeking (Theek Hai?),The customer seeks confirmation.,ठीक है?,7.516032695770264,9.149596214294434
697ca8cdabc77652619d5980,ठीक है.,"General Agreement: ""Theek Hai""",Customer providing a positive response.,ठीक है.,8.854581832885742,9.312355041503906
697ca8cdabc77652619d5980,जबकि मेरी age है as term fifty six है.,Family Age Information Provided,Customer states their age.,"मेरी उम्र है चौंतीस., ना की उम्र है पचास.",6.923068523406982,5.1536760330200195
697ca8cdabc77652619d5980,हां जी.,Customer Acknowledgement: 'Haan Ji',Customer agrees with the information provided.,हां जी,-8.416744232177734,-1.29689359664917
697ca8cdabc77652619d5980,Wife के साथ कर लेना.,Family Age Information Provided,Customer's response is unclear and doesn't directly address the bot's question.,wife से हाथ में आई हूं.,7.4732866287231445,4.646568775177002
697ca8cdabc77652619d5980,हां जी.,Customer Acknowledgement: 'Haan Ji',Customer agrees with the information provided.,हां जी,-8.41117000579834,-1.2966904640197754
697ca8cdabc77652619d5980,Fifty.,Age Information Elicitation,The customer provides their age.,Fifty one,5.644035339355469,4.637269020080566
697ca8cdabc77652619d5980,हां जी.,Customer Acknowledgement: 'Haan Ji',Customer agrees with the information provided.,हां जी,-8.421332359313965,-1.3101999759674072
697ca8cdabc77652619d5980,हां जी.,Customer Acknowledgement: 'Haan Ji',Customer agrees with the information provided.,हां जी,-8.406449317932129,-1.3058319091796875
697ca8cdabc77652619d5980,"नहीं, शरीर तो fit है, कोई problem नहीं आएगी.",Negative Health Declaration,Fallback due to error,,10.84224796295166,4.411369323730469
697ca8cdabc77652619d5980,नहीं.,No Existing Health Insurance,The customer explicitly states they do not have a health insurance plan.,नहीं,3.733538866043091,21.653989791870117
697ca8cdabc77652619d5980,"नहीं, कुछ नहीं चल रहा है.",Noise,The customer confirms that there is no current medication or suggested treatment.,नहीं नहीं अभी कुछ नहीं चल रहा,10.988587379455566,4.568592071533203
697ca8cdabc77652619d5980,अगर हम उतना भर सकते हैं तो ही अभी करें ना बात,Noise,No close match found in reference Gold Standard.,,11.654837608337402,3.291469097137451
697ca8cdabc77652619d5980,हां जी.,Customer Acknowledgement: 'Haan Ji',Customer agrees with the information provided.,हां जी,-8.423083305358887,-1.3207052946090698
697ca8cdabc77652619d5980,चलिए ठीक है.,"General Agreement: ""Theek Hai""",Okay.,चलो ठीक है.,8.879154205322266,8.974509239196777
697caa9cabc77652619d886e,हां बोलिए.,Customer Confirmation: 'Haan Boliye',"Customer says 'Haan boliye', indicating they are confirming and ready to proceed.",Haan boliye,10.89423942565918,-9.120022773742676
697caa9cabc77652619d886e,नहीं help के बारे में नहीं loan के बारे में,No Current Insurance/Need,Customer is saying they don't need any help.,"नहीं हमें कोई help, कोई help नहीं से",11.306926727294922,4.2731146812438965
697caa9cabc77652619d886e,"नहीं है, इसका plan नहीं है मेरा.",Existing Plan Status Inquiry,The customer states they do not have any existing health insurance plans.,नहीं नहीं कोई plan नहीं है,11.032114028930664,3.143118381500244
697caa9cabc77652619d886e,मेरा loan का problem plan है.,Existing Health Insurance Status,The customer confirms they have an existing plan.,मेरे पास existing plan है.,10.551712989807129,3.069415330886841
697caa9cabc77652619d886e,हां बोलिए.,Customer Confirmation: 'Haan Boliye',"Customer says 'Haan boliye', indicating they are confirming and ready to proceed.",Haan boliye,10.899689674377441,-9.108257293701172
697caa9cabc77652619d886e,"हां, आपके पास यह है क्या यह SR card?",Noise,The customer confirms they have health insurance.,"हां है, health insurance है",8.490962982177734,1.3181732892990112
697caa9cabc77652619d886e,कहां से?,General Offer Inquiry & Clarification,The customer asks for clarification about where the offer is coming from.,कहां से?,8.532435417175293,0.028792988508939743
697caa9cabc77652619d886e,"Hello? हां, कहां से बोल रहे हो?",Ai Bot Identification & Origin,The customer is asking about the source of the call.,"हां बोलिए, कहां से बोल रहे हैं?",9.00130558013916,-0.19256968796253204
697caa9cabc77652619d886e,"भैया, कहां से बोल रहे हो आप?",Ai Bot Identification & Origin,Customer asks about the origin of the call.,कहां से बोल रहे आप you?,8.880436897277832,-0.23470047116279602
697caa9cabc77652619d886e,"हां, यह free में दे रहे क्या?",Noise,Customer asks if the service is free.,नहीं free में हो रहा है क्या यह?,8.269895553588867,1.295979619026184
697caa9cabc77652619d886e,Madam भाई यह,General Engagement & Greetings,Customer answered 'hai madam hai' which sounds like agreement but is not specific,है madam है,12.667314529418945,-2.045750379562378
697caa9cabc77652619d886e,मेरी family नहीं है अभी तक.,Noise,Customer reiterates having no family.,Madam परिवार ही नहीं है मेरे को.,10.462162017822266,3.795241594314575
697caa9cabc77652619d886e,हमने family के लिए कुछ बताओ फिर आप?,General Offer Inquiry & Clarification,The customer is asking if the offer applies to the entire family.,family के लिए है क्या?,8.45250129699707,0.32301321625709534
697caa9cabc77652619d886e,Family के लिए,Family Size & Coverage Inquiry,Customer indicates policy is for a family member.,Family member के लिए,8.142271995544434,3.5944626331329346
697caba0abc77652619da1d3,बोलिए.,"""Boliye/Bolo"": Proceed Inquiry",Customer is asking the bot to proceed with the offer details.,बोलिए,5.584147930145264,-10.657849311828613
697caba0abc77652619da1d3,कितना है आपका यह इसका?,Premium & Payment Inquiry (Hinglish),Unclear customer statement. May be partially relevant to amount,कितना है? दो नहीं,7.224555969238281,0.9271107912063599
697caba0abc77652619da1d3,आपका आवाज़ break हो रहा है.,Inferred Pattern,Customer indicates they are having trouble hearing the bot.,आपका आवाज़ मुझे रुककर आ रहा है.,10.197043418884277,-0.5695095062255859
697caba0abc77652619da1d3,"नहीं, एक है मतलब हमारा जो job का है वह.",General Negation/Confirmation & Information Sharing,The customer states that Care Health is already working for them.,"नहीं नहीं, हमारा care चलता है already",10.860431671142578,4.018962383270264
697caba0abc77652619da1d3,नहीं already हमारा है एक चालू हमारे working के,General Rejection & Objections,The customer states that Care Health is already working for them.,"नहीं नहीं, हमारा care चलता है already",10.844440460205078,3.785182237625122
697cae44abc77652619de50d,बोलिए ना.,"""Boliye/Bolo"": Proceed Inquiry",Customer is telling the bot to speak. Seems lost in the conversation.,बोलिए ना आप,5.671872615814209,-10.278292655944824
697cae44abc77652619de50d,"हां, मैं बोल रहा हूं.",Identity Confirmation & Acknowledgment,The customer confirms their identity.,हां बोल रही हूं मैं,9.593850135803223,-0.7596979141235352
697cae44abc77652619de50d,लेकिन कितना क्या है बताएंगे?,Premium & Payment Inquiry (Hinglish),The customer is asking about the process.,process क्या रहे कि वह मुझे बता सकते हैं आप,7.482113838195801,0.7075462341308594
697cae44abc77652619de50d,"नहीं, आप",Noise,Customer is expressing annoyance/disinterest.,नहीं नहीं आप आप,12.70444393157959,5.920660972595215
697cae44abc77652619de50d,नहीं interested की बात क्या तो बताएंगे तो interested होगा ना आदमी.,Noise,Customer asking to tell the offer before deciding.,सुनाइए अगर interest हुआ तो करेंगे नहीं तो नहीं करेंगे,9.152482032775879,1.489672064781189
697cae44abc77652619de50d,ऐसे थोड़ी आप कुछ भी बोलेंगे interested हो जाए और फिर थोड़ा उसके बाद details में अगर if you are मतलब कुछ देंगे तो then only can I can,Noise,Customer suggests calling later.,बाद में बात कर सकते हैं,9.081215858459473,0.6209167838096619
697cae44abc77652619de50d,"हां, ok.",Positive Acknowledgement & Agreement,Customer shows initial agreement.,हां ok,9.064151763916016,5.9380269050598145
697cae44abc77652619de50d,और other और,Unclear/Incoherent Utterances,Customer mentions and.,और,8.150336265563965,3.004014015197754
697cae44abc77652619de50d,नहीं मैं free free में job करता हूं.,Noise,The customer shares that they do not actively exercise but work involves activity.,"नहीं, मैं job करता हूं इसमें मेरी बहुत activity होती है.",10.951358795166016,2.709261178970337
697cae44abc77652619de50d,मैं job करता हूं.,Customer Activity & Occupation Disclosure,"Customer mentions 'work', likely referring to their job.",Work करता हूं,10.586785316467285,2.185335874557495
697cae44abc77652619de50d,मैं हां जी मैं.,Noise,Customer expresses interest in the offer.,हां मैं तो ज़रूर हूं,6.746467590332031,2.2040915489196777
697cae44abc77652619de50d,लेकिन yearly में,Noise,The customer says 'but' suggesting further explanation.,लेकिन,7.471435546875,1.5629699230194092
697cae44abc77652619de50d,वह कुछ भी हो लेकिन आप बताइएगा ना,General Offer Inquiry & Clarification,Customer urges the bot to proceed with the explanation.,बता दीजिए आप जो भी है,8.668990135192871,0.5483019948005676
697cae44abc77652619de50d,"नहीं,",Noise,Customer said nahi,nahi,12.666272163391113,5.993712902069092
697cae44abc77652619de50d,हां जी.,Customer Acknowledgement: 'Haan Ji',Customer agrees with the information provided.,हां जी,-8.408587455749512,-1.2898526191711426
697cae44abc77652619de50d,मेरे परिवार के पास में bill bill app यह है.,Rejection & Information Sharing,Customer states they don't have anyone with insurance.,सबके पास जितने भी मेरा family member है,10.513585090637207,3.506809711456299
697cae44abc77652619de50d,"मेरी wife के पास में, मेरा नहीं है. BP का भी problem है.",Customer Discloses Bp History,Customer confirms to no have any problem.,नहीं ma'am मेरा भी कोई problem,8.984910011291504,2.647274971008301
697cae44abc77652619de50d,अगर करते हैं तो बताइएगा.,Inferred Pattern,"Unclear, may be asking something based on the lack of problem. Hard to tell.",आप है तो बता दो।,9.72143268585205,0.32914701104164124
697cae44abc77652619de50d,बोलिए.,"""Boliye/Bolo"": Proceed Inquiry",Customer is asking the bot to proceed with the offer details.,बोलिए,5.597905158996582,-10.651566505432129
697cae44abc77652619de50d,Only for me.,Noise,Fallback due to error,,9.152091026306152,3.9688563346862793
697cae44abc77652619de50d,"No no, only for me, only for me.",General Rejection & Objections,Customer indicates they are alone and not interested.,I'm alone,11.037714004516602,3.5615651607513428
697cae44abc77652619de50d,Only for me.,Noise,Fallback due to error,,9.127825736999512,3.942509889602661
697cae44abc77652619de50d,Only only for me. हां.,Noise,Fallback due to error,,9.215413093566895,3.9469616413116455
697cae44abc77652619de50d,Fifty six.,Age Information Elicitation,Fallback due to error,,5.559179306030273,4.567079544067383
697cae44abc77652619de50d,हां जी.,Customer Acknowledgement: 'Haan Ji',Customer agrees with the information provided.,हां जी,-8.373503684997559,-1.2607632875442505
697cae44abc77652619de50d,"service में active हूं अभी भी, मैं job करता हूं.",Noise,The customer indicates that they are currently busy.,अभी मैं काम में हूं ma'am,10.82856559753418,2.3448901176452637
